Date,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Amount,Fee Currency,Tag
2020-11-12 10:38:49,0.095231,USDC,,,,,
2020-11-12 10:37:44,0.066220,XLM,,,,,
2020-11-12 10:36:34,0.02,USD,,,,,
2020-11-12 09:55:02,35.00,USD,,,,,
2020-11-12 05:35:04,,,300.000000,USDC,,,
2020-11-11 10:10:33,0.148132,USDC,,,,,
2020-11-11 10:09:22,0.062425,XLM,,,,,
2020-11-11 10:07:53,0.01,USD,,,,,
2020-11-11 09:42:55,35.00,USD,,,,,
2020-11-11 07:14:16,761.370834,USDC,,,,,
2020-11-11 06:30:38,,,1588.846491,DAI,,,
2020-11-11 06:29:55,1588.846491,DAI,1610.19,USD,,,,
2020-11-11 06:28:57,1575.18,USD,0.103735,BTC,,,,
2020-11-10 11:04:24,0.000012,BTC,,,,,
2020-11-10 11:03:45,0.01,USD,,,,,
2020-11-10 09:47:57,35.00,USD,,,,,
2020-11-10 02:00:54,0.006716,BTC,105.03,USD,,,,
2020-11-09 16:11:44,35.00,USD,,,,,
2020-11-09 10:07:06,0.000011,BTC,,,,,
2020-11-09 10:06:33,0.01,USD,,,,,
2020-11-08 10:30:36,0.000011,BTC,,,,,
2020-11-08 10:29:57,0.01,USD,,,,,
2020-11-08 09:59:25,35.00,USD,,,,,
2020-11-07 21:00:07,,,9.964894,LINK,,,
2020-11-07 12:06:30,35.00,USD,,,,,
2020-11-07 10:45:35,0.001107,LINK,,,,,
2020-11-07 10:44:56,0.000011,BTC,,,,,
2020-11-06 11:08:23,0.096975,BTC,1535.01,USD,,,,
2020-11-06 11:07:23,1500.00,USD,,,,,
2020-11-06 10:46:58,0.001122,LINK,,,,,
2020-11-06 10:45:26,0.01,USD,,,,,
2020-11-06 09:32:57,35.00,USD,,,,,
2020-11-06 07:10:17,,,0.007109,BTC,,,
2020-11-05 18:25:56,0.002298,BTC,35.00,USD,,,,
2020-11-05 14:15:49,35.00,USD,,,,,
2020-11-05 10:28:03,0.001102,LINK,,,,,
2020-11-05 10:27:24,0.000001,BTC,,,,,
2020-11-05 06:32:14,0.004811,BTC,70.02,USD,,,,
2020-11-05 06:28:28,,,103.591396,DAI,,,
2020-11-04 10:35:54,0.015694,DAI,,,,,
2020-11-04 10:34:55,0.001114,LINK,,,,,
2020-11-04 10:33:21,0.02,USD,,,,,
2020-11-04 09:41:05,35.00,USD,,,,,
2020-11-03 10:27:36,0.015692,DAI,,,,,
2020-11-03 10:26:46,0.001114,LINK,,,,,
2020-11-03 10:25:17,0.01,USD,,,,,
2020-11-03 10:22:39,35.00,USD,,,,,
2020-11-03 09:07:16,9.959335,LINK,105.03,USD,,,,
2020-11-02 10:19:16,0.015391,DAI,,,,,
2020-11-02 10:17:05,0.02,USD,,,,,
2020-11-02 10:10:32,35.00,USD,,,,,
2020-11-01 13:05:31,35.00,USD,,,,,
2020-11-01 10:38:29,0.015905,DAI,,,,,
2020-11-01 10:36:49,0.01,USD,,,,,
2020-10-31 10:39:29,35.00,USD,,,,,
2020-10-31 10:10:07,0.015562,DAI,,,,,
2020-10-30 18:48:35,103.513151,DAI,105.05,USD,,,,
2020-10-30 10:10:50,0.02,USD,,,,,
2020-10-30 09:01:49,35.00,USD,,,,,
2020-10-30 08:18:52,,,849.512834,XLM,,,
2020-10-29 10:01:07,0.063948,XLM,,,,,
2020-10-29 10:00:07,0.01,USD,,,,,
2020-10-29 09:02:02,35.00,USD,,,,,
2020-10-28 10:22:54,0.065540,XLM,,,,,
2020-10-28 10:21:57,0.01,USD,,,,,
2020-10-28 09:14:10,35.00,USD,,,,,
2020-10-28 06:48:07,849.383347,XLM,70.01,USD,,,,
2020-10-28 06:47:34,,,0.034261,BTC,,,
2020-10-27 12:19:15,35.00,USD,,,,,
2020-10-27 10:08:42,0.000004,BTC,,,,,
2020-10-27 10:08:03,0.01,USD,,,,,
2020-10-26 10:16:17,0.000004,BTC,,,,,
2020-10-26 10:15:53,0.01,USD,,,,,
2020-10-26 09:52:03,35.00,USD,,,,,
2020-10-26 02:53:34,0.002635,BTC,35.01,USD,,,,
2020-10-25 10:42:57,0.000004,BTC,,,,,
2020-10-25 10:42:20,0.01,USD,,,,,
2020-10-25 09:12:30,35.00,USD,,,,,
2020-10-25 01:29:04,,,103.668601,DAI,,,
2020-10-25 01:28:39,34.596478,DAI,35.01,USD,,,,
2020-10-24 10:03:18,0.010109,DAI,,,,,
2020-10-24 10:01:12,0.000003,BTC,,,,,
2020-10-24 10:00:30,0.01,USD,,,,,
2020-10-24 09:07:56,35.00,USD,,,,,
2020-10-24 02:56:27,69.062014,DAI,70.01,USD,,,,
2020-10-23 11:08:11,35.00,USD,,,,,
2020-10-23 10:42:35,0.000004,BTC,,,,,
2020-10-23 10:42:01,0.01,USD,,,,,
2020-10-22 12:32:19,35.00,USD,,,,,
2020-10-22 10:04:38,0.000003,BTC,,,,,
2020-10-22 02:26:31,0.002697,BTC,35.01,USD,,,,
2020-10-21 10:23:24,0.000003,BTC,,,,,
2020-10-21 10:22:38,0.01,USD,,,,,
2020-10-21 09:00:43,35.00,USD,,,,,
2020-10-21 04:03:23,0.002828,BTC,35.01,USD,,,,
2020-10-20 10:19:26,0.000003,BTC,,,,,
2020-10-20 10:18:59,0.01,USD,,,,,
2020-10-20 09:22:44,35.00,USD,,,,,
2020-10-19 14:31:11,,,0.090778,ETH,,,
2020-10-19 14:28:21,0.090778,ETH,35.01,USD,,,,
2020-10-19 10:36:39,0.000003,BTC,,,,,
2020-10-19 10:35:20,0.01,USD,,,,,
2020-10-19 09:59:42,35.00,USD,,,,,
2020-10-18 21:58:12,,,34.510468,DAI,,,
2020-10-18 21:57:28,34.510468,DAI,35.01,USD,,,,
2020-10-18 10:07:15,0.000003,BTC,,,,,
2020-10-18 10:06:50,0.01,USD,,,,,
2020-10-18 08:48:36,35.00,USD,,,,,
2020-10-18 06:30:16,,,798.989488,XLM,,,
2020-10-18 06:29:42,798.989488,XLM,65.68,USD,,,,
2020-10-18 06:28:18,65.68,USD,169.803086,ZRX,,,,
2020-10-17 18:29:57,169.803086,ZRX,65.29,USD,,,,
2020-10-17 18:29:30,30.28,USD,10.182656,UNI,,,,
2020-10-17 10:45:33,0.000107,UNI,,,,,
2020-10-17 10:44:27,0.000003,BTC,,,,,
2020-10-17 10:43:54,0.01,USD,,,,,
2020-10-17 08:12:57,35.00,USD,,,,,
2020-10-17 00:32:04,0.003055,BTC,35.01,USD,,,,
2020-10-16 10:24:33,0.000105,UNI,,,,,
2020-10-16 10:23:23,0.000003,BTC,,,,,
2020-10-16 10:22:54,0.01,USD,,,,,
2020-10-16 09:05:45,35.00,USD,,,,,
2020-10-16 06:20:41,0.006073,BTC,70.02,USD,,,,
2020-10-15 10:25:21,0.000106,UNI,,,,,
2020-10-15 10:24:10,0.000002,BTC,,,,,
2020-10-15 10:23:42,0.02,USD,,,,,
2020-10-15 09:12:53,35.00,USD,,,,,
2020-10-14 10:23:40,0.000104,UNI,,,,,
2020-10-14 10:22:34,0.000002,BTC,,,,,
2020-10-14 10:22:12,0.01,USD,,,,,
2020-10-14 09:14:04,35.00,USD,,,,,
2020-10-14 06:17:47,10.182234,UNI,35.01,USD,,,,
2020-10-13 10:41:16,0.000002,BTC,,,,,
2020-10-13 10:40:35,0.01,USD,,,,,
2020-10-13 09:07:50,35.00,USD,,,,,
2020-10-13 08:30:40,0.003006,BTC,35.01,USD,,,,
2020-10-12 10:14:32,0.000002,BTC,,,,,
2020-10-12 10:14:06,0.01,USD,,,,,
2020-10-12 09:00:34,35.00,USD,,,,,
2020-10-11 10:28:34,,,84.452664,SNX,,,
2020-10-11 10:13:46,84.452664,SNX,361.56,USD,,,,
2020-10-11 10:12:15,0.000002,BTC,,,,,
2020-10-11 10:11:50,0.08,USD,,,,,
2020-10-11 09:33:48,35.00,USD,,,,,
2020-10-10 10:08:57,0.000002,BTC,,,,,
2020-10-10 10:08:37,0.07,USD,,,,,
2020-10-10 09:00:31,35.00,USD,,,,,
2020-10-10 07:15:55,0.02,USD,0.003916,ATOM,,,,
2020-10-10 07:15:29,256.39,USD,0.693735,ETH,,,,
2020-10-09 10:16:09,0.000076,ETH,,,,,
2020-10-09 10:16:00,0.000002,BTC,,,,,
2020-10-09 10:14:35,0.01,USD,,,,,
2020-10-09 09:31:22,35.00,USD,,,,,
2020-10-09 07:36:04,,,1884.236445,XLM,,,
2020-10-09 07:33:07,1884.236445,XLM,140.08,USD,,,,
2020-10-08 10:40:44,0.000079,ETH,,,,,
2020-10-08 10:40:37,0.000002,BTC,,,,,
2020-10-08 10:39:35,0.03,USD,,,,,
2020-10-08 09:00:40,35.00,USD,,,,,
2020-10-07 10:21:33,0.000077,ETH,,,,,
2020-10-07 10:21:30,0.000002,BTC,,,,,
2020-10-07 10:21:05,0.02,USD,,,,,
2020-10-07 09:19:53,35.00,USD,,,,,
2020-10-06 10:28:23,0.000078,ETH,,,,,
2020-10-06 10:28:19,0.000002,BTC,,,,,
2020-10-06 10:27:50,0.02,USD,,,,,
2020-10-06 09:33:51,35.00,USD,,,,,
2020-10-05 10:19:03,0.000077,ETH,,,,,
2020-10-05 10:19:01,0.000002,BTC,,,,,
2020-10-05 10:18:42,0.01,USD,,,,,
2020-10-05 09:10:05,35.00,USD,,,,,
2020-10-05 07:05:53,,,68.933965,DAI,,,
2020-10-05 07:05:17,68.933965,DAI,70.02,USD,,,,
2020-10-04 10:30:45,0.000078,ETH,,,,,
2020-10-04 10:30:41,0.000002,BTC,,,,,
2020-10-04 10:30:19,0.02,USD,,,,,
2020-10-04 09:00:06,35.00,USD,,,,,
2020-10-03 10:21:50,0.000079,ETH,,,,,
2020-10-03 10:21:44,0.000002,BTC,,,,,
2020-10-03 10:21:08,0.01,USD,,,,,
2020-10-03 08:51:14,35.00,USD,,,,,
2020-10-02 10:33:24,0.204644,ETH,70.02,USD,,,,
2020-10-02 10:04:14,0.000053,ETH,,,,,
2020-10-02 10:04:09,0.000002,BTC,,,,,
2020-10-02 10:03:35,0.01,USD,,,,,
2020-10-02 09:04:29,35.00,USD,,,,,
2020-10-01 10:40:31,0.000056,ETH,,,,,
2020-10-01 10:40:27,0.000002,BTC,,,,,
2020-10-01 10:40:03,0.01,USD,,,,,
2020-10-01 09:03:00,35.00,USD,,,,,
2020-10-01 07:08:59,,,3077.598189,XLM,,,
2020-10-01 07:06:59,3077.488556,XLM,237.40,USD,,,,
2020-10-01 07:06:24,96.50,USD,9.548957,LINK,,,,
2020-10-01 07:05:33,105.89,USD,259.176324,ZRX,,,,
2020-09-30 10:17:50,0.032430,ZRX,,,,,
2020-09-30 10:17:40,0.001057,LINK,,,,,
2020-09-30 10:17:34,0.000008,XLM,,,,,
2020-09-30 10:17:17,0.000055,ETH,,,,,
2020-09-30 10:17:14,0.000002,BTC,,,,,
2020-09-30 10:16:48,0.01,USD,,,,,
2020-09-30 09:03:21,35.00,USD,,,,,
2020-09-29 19:50:26,259.143893,ZRX,105.04,USD,,,,
2020-09-29 10:24:35,0.001054,LINK,,,,,
2020-09-29 10:24:23,0.000008,XLM,,,,,
2020-09-29 10:23:52,0.000054,ETH,,,,,
2020-09-29 10:23:46,0.000002,BTC,,,,,
2020-09-29 10:23:03,0.02,USD,,,,,
2020-09-29 08:49:45,35.00,USD,,,,,
2020-09-28 10:35:20,0.001073,LINK,,,,,
2020-09-28 10:35:06,0.000008,XLM,,,,,
2020-09-28 10:34:42,0.000055,ETH,,,,,
2020-09-28 10:34:38,0.000002,BTC,,,,,
2020-09-28 10:34:06,0.02,USD,,,,,
2020-09-28 09:06:37,35.00,USD,,,,,
2020-09-27 10:20:20,0.001045,LINK,,,,,
2020-09-27 10:20:12,0.000008,XLM,,,,,
2020-09-27 10:19:53,0.000054,ETH,,,,,
2020-09-27 10:19:50,0.000002,BTC,,,,,
2020-09-27 10:19:27,0.01,USD,,,,,
2020-09-27 09:36:47,35.00,USD,,,,,
2020-09-27 03:01:42,,,53.474668,USDC,,,
2020-09-27 03:01:05,50.000000,USDC,50.00,USD,,,,
2020-09-27 03:00:02,50.00,USD,0.141157,ETH,,,,
2020-09-26 21:14:58,6.726500,LINK,70.02,USD,,,,
2020-09-26 10:42:36,0.000722,USDC,,,,,
2020-09-26 10:42:07,0.000322,LINK,,,,,
2020-09-26 10:41:59,0.000009,XLM,,,,,
2020-09-26 10:41:43,0.000072,ETH,,,,,
2020-09-26 10:41:40,0.000002,BTC,,,,,
2020-09-26 10:41:12,0.02,USD,,,,,
2020-09-26 09:16:02,35.00,USD,,,,,
2020-09-25 10:04:17,0.000696,USDC,,,,,
2020-09-25 10:03:57,0.000310,LINK,,,,,
2020-09-25 10:03:51,0.000008,XLM,,,,,
2020-09-25 10:03:35,0.000070,ETH,,,,,
2020-09-25 10:03:32,0.000002,BTC,,,,,
2020-09-25 10:03:14,0.01,USD,,,,,
2020-09-25 09:11:01,35.00,USD,,,,,
2020-09-24 10:19:17,0.000705,USDC,,,,,
2020-09-24 10:18:54,0.000315,LINK,,,,,
2020-09-24 10:18:47,0.000008,XLM,,,,,
2020-09-24 10:18:32,0.000071,ETH,,,,,
2020-09-24 10:18:29,0.000002,BTC,,,,,
2020-09-24 10:15:35,0.629163,ETH,210.11,USD,,,,
2020-09-24 09:53:24,35.00,USD,,,,,
2020-09-23 10:13:54,0.000695,USDC,,,,,
2020-09-23 10:13:14,0.000310,LINK,,,,,
2020-09-23 10:13:00,0.000008,XLM,,,,,
2020-09-23 10:12:15,0.000002,BTC,,,,,
2020-09-23 10:11:13,0.04,USD,,,,,
2020-09-23 09:11:37,35.00,USD,,,,,
2020-09-22 10:30:05,0.000703,USDC,,,,,
2020-09-22 10:29:44,0.000313,LINK,,,,,
2020-09-22 10:29:36,0.000008,XLM,,,,,
2020-09-22 10:29:15,0.000002,BTC,,,,,
2020-09-22 10:28:50,0.03,USD,,,,,
2020-09-22 09:05:04,35.00,USD,,,,,
2020-09-22 07:40:22,0.013890,BTC,,,,,
2020-09-21 10:29:09,0.000697,USDC,,,,,
2020-09-21 10:28:41,0.000311,LINK,,,,,
2020-09-21 10:28:32,0.000008,XLM,,,,,
2020-09-21 10:27:32,0.02,USD,,,,,
2020-09-21 09:02:11,35.00,USD,,,,,
2020-09-20 10:40:12,0.000720,USDC,,,,,
2020-09-20 10:39:48,0.000321,LINK,,,,,
2020-09-20 10:39:41,0.000009,XLM,,,,,
2020-09-20 10:38:55,0.02,USD,,,,,
2020-09-20 09:02:51,35.00,USD,,,,,
2020-09-19 10:02:51,0.000698,USDC,,,,,
2020-09-19 10:02:23,0.000311,LINK,,,,,
2020-09-19 10:02:16,0.000008,XLM,,,,,
2020-09-19 10:01:21,0.01,USD,,,,,
2020-09-19 09:00:10,35.00,USD,,,,,
2020-09-19 08:57:19,,,0.369041,ETH,,,
2020-09-19 08:56:50,0.272492,ETH,105.04,USD,,,,
2020-09-18 10:12:03,0.000696,USDC,,,,,
2020-09-18 10:11:38,0.000310,LINK,,,,,
2020-09-18 10:11:32,0.000008,XLM,,,,,
2020-09-18 10:11:13,0.000011,ETH,,,,,
2020-09-18 10:10:47,0.02,USD,,,,,
2020-09-18 09:01:10,35.00,USD,,,,,
2020-09-17 10:25:01,0.000711,USDC,,,,,
2020-09-17 10:24:42,0.000317,LINK,,,,,
2020-09-17 10:24:37,0.000008,XLM,,,,,
2020-09-17 10:24:20,0.000011,ETH,,,,,
2020-09-17 10:23:59,0.02,USD,,,,,
2020-09-17 09:07:59,35.00,USD,,,,,
2020-09-16 10:05:24,0.000691,USDC,,,,,
2020-09-16 10:04:59,0.000308,LINK,,,,,
2020-09-16 10:04:53,0.000008,XLM,,,,,
2020-09-16 10:04:37,0.000011,ETH,,,,,
2020-09-16 10:04:12,0.01,USD,,,,,
2020-09-16 09:19:12,35.00,USD,,,,,
2020-09-16 03:20:51,0.096517,ETH,35.01,USD,,,,
2020-09-15 10:27:28,0.000705,USDC,,,,,
2020-09-15 10:26:43,0.000314,LINK,,,,,
2020-09-15 10:26:30,0.000008,XLM,,,,,
2020-09-15 10:24:43,0.01,USD,,,,,
2020-09-15 09:06:09,35.00,USD,,,,,
2020-09-14 15:06:15,2.811754,LINK,35.01,USD,,,,
2020-09-14 10:21:05,0.000710,USDC,,,,,
2020-09-14 10:20:36,0.000008,XLM,,,,,
2020-09-14 10:19:52,0.01,USD,,,,,
2020-09-14 09:05:15,35.00,USD,,,,,
2020-09-14 03:51:38,,,0.377000,ETH,,,
2020-09-14 03:50:06,0.377000,ETH,140.07,USD,,,,
2020-09-13 10:02:44,0.000684,USDC,,,,,
2020-09-13 10:02:15,0.000008,XLM,,,,,
2020-09-13 10:01:29,0.03,USD,,,,,
2020-09-13 09:01:23,35.00,USD,,,,,
2020-09-12 10:37:26,0.000718,USDC,,,,,
2020-09-12 10:36:54,0.000009,XLM,,,,,
2020-09-12 10:36:16,0.02,USD,,,,,
2020-09-12 09:17:07,35.00,USD,,,,,
2020-09-11 10:02:14,0.000698,USDC,,,,,
2020-09-11 10:01:51,0.000008,XLM,,,,,
2020-09-11 10:01:21,0.01,USD,,,,,
2020-09-11 09:02:39,35.00,USD,,,,,
2020-09-10 10:08:40,0.000684,USDC,,,,,
2020-09-10 10:08:11,0.000008,XLM,,,,,
2020-09-10 10:07:31,0.01,USD,,,,,
2020-09-10 09:23:29,35.00,USD,,,,,
2020-09-10 04:07:42,,,5.000453,ETH,,,
2020-09-09 21:39:51,,,102.787012,DAI,,,
2020-09-09 21:37:40,34.445697,DAI,35.52,USD,,,,
2020-09-09 10:43:43,0.010255,DAI,,,,,
2020-09-09 10:43:39,0.000698,USDC,,,,,
2020-09-09 10:43:05,0.000008,XLM,,,,,
2020-09-09 10:42:43,0.000224,ETH,,,,,
2020-09-09 10:42:21,0.01,USD,,,,,
2020-09-09 08:42:54,35.00,USD,,,,,
2020-09-09 08:24:20,,,200.020000,LINK,,,
2020-09-08 19:47:30,,,1690.00,USD,,,
2020-09-08 10:49:12,0.010513,DAI,,,,,
2020-09-08 10:49:06,0.000715,USDC,,,,,
2020-09-08 10:48:41,0.022711,LINK,,,,,
2020-09-08 10:48:32,0.000009,XLM,,,,,
2020-09-08 10:48:03,0.000229,ETH,,,,,
2020-09-08 10:47:34,0.37,USD,,,,,
2020-09-08 09:37:36,35.00,USD,,,,,
2020-09-08 04:16:03,,,3.000000,ETH,,,
2020-09-07 23:10:20,200.000000,LINK,2537.90,USD,,,,
2020-09-07 23:09:25,5.000000,ETH,1784.88,USD,,,,
2020-09-07 20:03:50,2576.72,USD,7.573956,ETH,,,,
2020-09-07 19:56:22,3401.20,USD,10.000000,ETH,,,,
2020-09-07 18:27:53,68.320547,DAI,70.02,USD,,,,
2020-09-07 10:18:26,0.000694,USDC,,,,,
2020-09-07 10:18:09,0.000008,XLM,,,,,
2020-09-07 10:17:58,0.002509,ETH,,,,,
2020-09-07 10:17:43,0.01,USD,,,,,
2020-09-07 09:11:56,35.00,USD,,,,,
2020-09-06 23:19:06,,,3.000000,ETH,,,
2020-09-06 10:31:56,0.000685,USDC,,,,,
2020-09-06 10:31:38,0.000008,XLM,,,,,
2020-09-06 10:31:25,0.002863,ETH,,,,,
2020-09-06 10:31:02,0.01,USD,,,,,
2020-09-06 09:24:16,35.00,USD,,,,,
2020-09-06 05:38:56,,,2.000000,ETH,,,
2020-09-05 16:04:31,0.192624,ETH,70.02,USD,,,,
2020-09-05 11:02:29,0.000725,USDC,,,,,
2020-09-05 11:02:08,0.000009,XLM,,,,,
2020-09-05 11:00:15,0.002895,ETH,,,,,
2020-09-05 10:33:55,0.02,USD,,,,,
2020-09-05 09:27:43,35.00,USD,,,,,
2020-09-04 15:41:39,35.00,USD,,,,,
2020-09-04 10:10:20,0.000692,USDC,,,,,
2020-09-04 10:10:03,0.000008,XLM,,,,,
2020-09-04 10:09:52,0.002814,ETH,,,,,
2020-09-04 00:17:30,2.543952,ETH,1000.00,USD,,,,
2020-09-04 00:16:59,1000.00,USD,,,,,
2020-09-03 10:26:46,0.000706,USDC,,,,,
2020-09-03 10:26:30,0.000008,XLM,,,,,
2020-09-03 10:26:18,0.002584,ETH,,,,,
2020-09-03 09:41:41,1.204813,ETH,535.00,USD,,,,
2020-09-03 09:13:47,35.00,USD,,,,,
2020-09-02 23:39:03,500.00,USD,,,,,
2020-09-02 14:45:43,0.079027,ETH,35.01,USD,,,,
2020-09-02 10:13:44,0.000682,USDC,,,,,
2020-09-02 10:13:23,0.000008,XLM,,,,,
2020-09-02 10:13:06,0.002356,ETH,,,,,
2020-09-02 10:12:43,0.01,USD,,,,,
2020-09-02 09:36:41,35.00,USD,,,,,
2020-09-01 11:16:47,10.796961,ETH,5141.16,USD,,,,
2020-09-01 10:49:56,0.000706,USDC,,,,,
2020-09-01 10:49:19,0.000008,XLM,,,,,
2020-09-01 10:48:56,0.001215,ETH,,,,,
2020-09-01 10:48:19,1.11,USD,,,,,
2020-09-01 10:25:45,10.498057,ETH,5000.00,USD,,,,
2020-09-01 10:13:23,10000.00,USD,,,,,
2020-09-01 09:30:31,35.00,USD,,,,,
2020-08-31 10:37:14,0.000711,USDC,,,,,
2020-08-31 10:36:50,0.000008,XLM,,,,,
2020-08-31 10:36:36,0.000028,ETH,,,,,
2020-08-31 10:36:05,0.02,USD,,,,,
2020-08-31 09:49:42,35.00,USD,,,,,
2020-08-30 10:14:06,0.000695,USDC,,,,,
2020-08-30 10:13:14,0.000008,XLM,,,,,
2020-08-30 10:12:59,0.000023,ETH,,,,,
2020-08-30 10:12:40,0.01,USD,,,,,
2020-08-30 09:11:17,35.00,USD,,,,,
2020-08-29 10:23:15,0.000710,USDC,,,,,
2020-08-29 10:23:00,0.000008,XLM,,,,,
2020-08-29 10:22:50,0.000023,ETH,,,,,
2020-08-29 10:22:37,0.01,USD,,,,,
2020-08-29 05:53:47,35.00,USD,,,,,
2020-08-28 10:01:42,0.000684,USDC,,,,,
2020-08-28 10:01:22,0.000008,XLM,,,,,
2020-08-28 10:01:08,0.000022,ETH,,,,,
2020-08-28 05:23:13,,,0.400000,ETH,,,
2020-08-27 10:32:27,0.000706,USDC,,,,,
2020-08-27 10:32:06,0.000008,XLM,,,,,
2020-08-27 10:31:46,0.000061,ETH,,,,,
2020-08-27 07:05:29,100.00,USD,,,,,
2020-08-27 07:05:16,0.255809,ETH,100.00,USD,,,,
2020-08-27 07:04:36,,,0.500000,ETH,,,
2020-08-27 03:22:42,,,2.000000,ETH,,,
2020-08-26 10:16:47,0.000689,USDC,,,,,
2020-08-26 10:16:26,0.000008,XLM,,,,,
2020-08-26 10:16:08,0.000268,ETH,,,,,
2020-08-26 00:22:00,,,115.000000,USDC,,,
2020-08-25 10:35:43,0.024292,USDC,,,,,
2020-08-25 10:35:26,0.000008,XLM,,,,,
2020-08-25 10:35:06,0.000275,ETH,,,,,
2020-08-25 03:59:42,118.427946,USDC,,,,,
2020-08-24 10:15:54,0.000008,XLM,,,,,
2020-08-24 10:15:44,0.000275,ETH,,,,,
2020-08-24 02:21:45,2.654858,ETH,,,,,
2020-08-23 10:00:43,0.000008,XLM,,,,,
2020-08-23 10:00:29,0.000021,ETH,,,,,
2020-08-23 05:24:15,,,0.200000,ETH,,,
2020-08-23 00:25:05,0.190407,ETH,5.000000,LINK,,,,
2020-08-22 19:51:12,5.000000,LINK,,,,,
2020-08-22 10:09:50,0.000008,XLM,,,,,
2020-08-22 10:09:40,0.000022,ETH,,,,,
2020-08-22 03:37:42,,,17.720000,ATOM,,,
2020-08-22 03:31:20,17.723916,ATOM,100.02,USD,,,,
2020-08-21 10:24:03,0.000008,XLM,,,,,
2020-08-21 10:23:53,0.000022,ETH,,,,,
2020-08-21 10:23:34,0.02,USD,,,,,
2020-08-20 15:50:54,100.00,USD,,,,,
2020-08-20 10:30:30,0.000008,XLM,,,,,
2020-08-20 10:29:50,0.000023,ETH,,,,,
2020-08-19 10:24:58,0.000008,XLM,,,,,
2020-08-19 10:24:49,0.000023,ETH,,,,,
2020-08-19 05:45:08,0.239126,ETH,100.00,USD,,,,
2020-08-19 05:04:59,100.00,USD,,,,,
2020-08-19 03:40:51,,,4964.000000,XLM,,,
2020-08-18 10:26:13,0.382135,XLM,,,,,
2020-08-17 10:15:51,0.377220,XLM,,,,,
2020-08-16 11:37:23,4874.870812,XLM,520.23,USD,,,,
2020-08-16 10:24:06,0.006705,XLM,,,,,
2020-08-16 10:23:40,0.11,USD,,,,,
2020-08-15 10:36:19,0.006821,XLM,,,,,
2020-08-15 10:35:49,0.11,USD,,,,,
2020-08-15 01:48:47,,,400.000000,XLM,,,
2020-08-15 01:33:57,500.00,USD,,,,,
2020-08-14 10:23:50,0.036920,XLM,,,,,
2020-08-14 10:23:25,0.00,USD,,,,,
2020-08-14 05:28:12,20.00,USD,,,,,
2020-08-14 05:26:09,488.428659,XLM,50.01,USD,,,,
2020-08-13 10:39:05,0.01,USD,,,,,
2020-08-13 08:23:59,50.00,USD,,,,,
2020-07-09 07:11:37,,,49.940846,USDC,,,
2020-07-09 07:03:15,49.940846,USDC,50.09,USD,,,,
2020-07-08 10:08:05,0.01,USD,,,,,
2020-07-07 10:17:19,0.01,USD,,,,,
2020-07-06 10:29:36,0.01,USD,,,,,
2020-07-05 10:28:10,0.01,USD,,,,,
2020-07-04 10:03:38,0.01,USD,,,,,
2020-07-03 10:14:54,0.01,USD,,,,,
2020-07-02 10:06:22,0.01,USD,,,,,
2020-07-01 10:04:19,0.01,USD,,,,,
2020-07-01 10:04:19,0.00,USD,,,,,
2020-06-30 14:52:15,50.00,USD,,,,,
